FID,OBJECTID,NAME,EASTING,NORTHING,LINES,NETWORK,Zone,x,y
635,637,Norbury,530597,169775,Southern,National Rail,3,-0.121926000,51.41144600
636,638,North Dulwich,532837,174625,Southern,National Rail,2+3,-0.087917000,51.45451000
637,639,North Sheen,518918,175465,South Western Railway,National Rail,3,-0.287876000,51.46515500
638,640,Northfleet,561504,174490,"Southeastern, Thameslink",National Rail,0,0.324334000,51.44584600
639,641,Northolt Park,513716,185623,Chiltern Railways,National Rail,5,-0.359466000,51.55754000
640,642,Northumberland Park,534761,191083,Greater Anglia,National Rail,3,-0.053932000,51.60196900
641,643,Nunhead,535276,176060,"Southeastern, Thameslink",National Rail,2,-0.052273000,51.46682800
642,644,Oakleigh Park,526887,194852,"Great Northern, Thameslink",National Rail,4,-0.166209000,51.63767800
643,645,Ockendon,558886,182882,c2c,National Rail,0,0.290469000,51.52199200
644,646,Orpington,545390,165931,"Southeastern, Thameslink",National Rail,6,0.089091000,51.37329600
645,647,Otford,553084,159464,"Southeastern, Thameslink",National Rail,0,0.196779000,51.31315800
646,648,Oxshott,514061,161029,South Western Railway,National Rail,0,-0.362419000,51.33639600
647,649,Palmers Green,530802,192798,"Great Northern, Thameslink",National Rail,4,-0.110437000,51.61831400
648,650,Penge East,535281,170775,Southeastern,National Rail,4,-0.054220000,51.41933400
649,651,Petts Wood,544325,167606,"Southeastern, Thameslink",National Rail,5,0.074481000,51.38861900
650,652,Plumstead,544685,178874,"Southeastern, Thameslink",National Rail,4,0.084257000,51.48979500
651,653,Ponders End,535946,195597,Greater Anglia,National Rail,5,-0.035080000,51.64225600
652,654,Potters Bar,524898,201411,"Great Northern, Thameslink",National Rail,0,-0.192605000,51.69706700
653,655,Purfleet,555301,178210,c2c,National Rail,0,0.236767000,51.48101300
654,656,Purley,531357,161576,"Southern, Thameslink",National Rail,6,-0.114035000,51.33757900
655,657,Purley Oaks,532387,162656,Southern,National Rail,6,-0.098856000,51.34704600
656,658,Putney,523888,175155,South Western Railway,National Rail,2+3,-0.216475000,51.46130300
657,659,Queenstown Road (Battersea),528697,176795,South Western Railway,National Rail,2,-0.146678000,51.47496800
658,660,Radlett,516316,199884,Thameslink,National Rail,0,-0.317244000,51.68518800
659,661,Rainham,551979,182084,c2c,National Rail,6,0.190634000,51.51672300
660,662,Ravensbourne,538541,170290,"Southeastern, Thameslink",National Rail,4,-0.007557000,51.41418800
661,663,Raynes Park,523078,169335,South Western Railway,National Rail,4,-0.230151000,51.40917300
662,664,Reedham (Surrey),530722,160841,Southern,National Rail,6,-0.123416000,51.33112000
663,665,Riddlesdown,532392,161036,Thameslink,National Rail,6,-0.099387000,51.33248600
664,666,Sanderstead,532744,162803,Thameslink,National Rail,6,-0.093678000,51.34828300
665,667,Selhurst,532992,167666,Southern,National Rail,4,-0.088300000,51.39192700
666,668,Shepperton,508043,167619,South Western Railway,National Rail,0,-0.446786000,51.39680500
667,669,Shoreham (Kent),552471,161566,"Southeastern, Thameslink",National Rail,0,0.188890000,51.33221900
668,670,Shortlands,539216,169375,"Southeastern, Thameslink",National Rail,4,0.001784000,51.40580100
669,671,Sidcup,546220,172695,Southeastern,National Rail,5,0.103795000,51.43387000
670,672,Slade Green,552132,176643,"Southeastern, Thameslink",National Rail,6,0.190491000,51.46778600
671,673,South Bermondsey,535046,178424,Southern,National Rail,2,-0.054678000,51.48813600
672,674,South Croydon,532717,164436,"Southern, Thameslink",National Rail,5,-0.093457000,51.36296500
673,675,South Greenford,515354,183014,Great Western Railway,National Rail,4,-0.336704000,51.53374900
674,676,South Merton,524833,168690,Thameslink,National Rail,4,-0.205157000,51.40299300
675,677,Southall,512516,179858,Great Western Railway,National Rail,4,-0.378610000,51.50595700
676,678,St Helier,525313,167246,Thameslink,National Rail,4,-0.198771000,51.38990100
677,679,St Johns,537321,176400,Southeastern,National Rail,2,-0.022719000,51.46939100
678,680,St Margarets,516699,174310,South Western Railway,National Rail,4,-0.320200000,51.45523600
679,681,St Mary Cray,546525,168351,"Southeastern, Thameslink",National Rail,6,0.106384000,51.39474900
680,682,St Pancras International LL,529877,183189,Thameslink,National Rail,1,-0.127343000,51.53216800
681,683,Staines,504040,171501,South Western Railway,National Rail,0,-0.503164000,51.43245500
682,684,Stone Crossing,557278,174968,"Southeastern, Thameslink",National Rail,0,0.263771000,51.45133000
683,685,Stoneleigh,521912,164215,South Western Railway,National Rail,5,-0.248665000,51.36340100
684,686,Stratford International,538061,184814,Southeastern,National Rail,NA,-0.008778000,51.54482800
685,687,Strawberry Hill,515409,172470,South Western Railway,National Rail,5,-0.339358000,51.43896300
686,688,Streatham,529887,171355,"Southern, Thameslink",National Rail,3,-0.131550000,51.42580800
687,689,Streatham Common,529597,170560,Southern,National Rail,3,-0.136010000,51.41873000
688,690,Streatham Hill,530157,172740,Southern,National Rail,3,-0.127160000,51.43819300
689,691,Sudbury & Harrow Road,516774,185343,Chiltern Railways,National Rail,4,-0.315468000,51.55439800
690,692,Sudbury Hill Harrow,515354,185763,Chiltern Railways,National Rail,4,-0.335803000,51.55846500
691,693,Sunbury,510009,170053,South Western Railway,National Rail,0,-0.417783000,51.41831300
692,694,Sundridge Park,540559,170300,Southeastern,National Rail,4,0.021446000,51.41378200
693,695,Surbiton,517989,167356,South Western Railway,National Rail,6,-0.303958000,51.39246000
694,696,Sutton,525922,163882,"Southern, Thameslink",National Rail,5,-0.191215000,51.35953300
695,697,Sutton Common,525523,165581,Thameslink,National Rail,4,-0.196343000,51.37489100
696,698,Swanley,550900,168327,"Southeastern, Thameslink",National Rail,8,0.169225000,51.39338700
697,699,Swanscombe,560465,174816,"Southeastern, Thameslink",National Rail,0,0.309543000,51.44907100
698,700,Sydenham Hill,533427,172215,Southeastern,National Rail,3,-0.080339000,51.43271400
699,701,Syon Lane,516309,177254,South Western Railway,National Rail,4,-0.324842000,51.48178500
700,702,Tadworth,522988,156257,Southern,National Rail,6,-0.235965000,51.29163800
701,703,Tattenham Corner,522478,158197,Southern,National Rail,6,-0.242609000,51.30918300
702,704,Teddington,515908,170870,South Western Railway,National Rail,6,-0.332706000,51.42448100
703,705,Thames Ditton,515549,166926,South Western Railway,National Rail,6,-0.339152000,51.38909700
704,706,Thornton Heath,532137,168405,Southern,National Rail,4,-0.100306000,51.39877700
705,707,Tolworth,519733,165661,South Western Railway,National Rail,5,-0.279461000,51.37686000
706,708,Tooting,527837,170640,Thameslink,National Rail,3,-0.161278000,51.41984800
707,709,Tulse Hill,531687,172965,"Southern, Thameslink",National Rail,3,-0.105077000,51.43986100
708,710,Twickenham,516004,173715,South Western Railway,National Rail,5,-0.330394000,51.45003100
709,711,Upper Halliford,509109,169450,South Western Railway,National Rail,0,-0.430906000,51.41306700
710,712,Upper Warlingham,533955,158410,Thameslink,National Rail,6,-0.077952000,51.30851200
711,713,Waddon,531042,164886,Southern,National Rail,5,-0.117336000,51.36739800
712,714,Wallington,528730,164047,Southern,National Rail,5,-0.150833000,51.36038600
713,715,Waltham Cross,536407,200373,Greater Anglia,National Rail,7,-0.026558000,51.68506100
714,716,Walton-on-Thames,510337,165012,South Western Railway,National Rail,0,-0.414635000,51.37293100
715,717,Wandsworth Common,527617,173565,Southern,National Rail,3,-0.163386000,51.44618500
716,718,Wandsworth Town,525858,175175,South Western Railway,National Rail,2,-0.188125000,51.46104800
717,719,Waterloo East,531237,180098,Southeastern,National Rail,1,-0.108898000,51.50407600
718,720,Welling,545975,176130,Southeastern,National Rail,4,0.101690000,51.46479800
719,721,Wembley Stadium,518843,185394,Chiltern Railways,National Rail,4,-0.285608000,51.55441600
720,722,West Byfleet,504090,161131,South Western Railway,National Rail,0,-0.505485000,51.33922600
721,723,West Drayton,506010,180174,Great Western Railway,National Rail,6,-0.472234000,51.51005500
722,724,West Dulwich,532637,173085,Southeastern,National Rail,3,-0.091371000,51.44071800
723,725,West Ealing,516555,180789,Great Western Railway,National Rail,3,-0.320133000,51.51350600
724,726,West Hampstead Thameslink,525360,184890,Thameslink,National Rail,2,-0.191837000,51.54847600
725,727,West Norwood,531797,172065,Southern,National Rail,3,-0.103830000,51.43174800
726,728,West Sutton,524933,164561,Thameslink,National Rail,5,-0.205173000,51.36585400
727,729,West Wickham,538162,166621,Southeastern,National Rail,5,-0.014432000,51.38130100
728,730,Westcombe Park,540131,178124,"Southeastern, Thameslink",National Rail,3,0.018395000,51.48420300
729,731,Weybridge,507363,163707,South Western Railway,National Rail,0,-0.457739000,51.36177100
730,732,Whitton,514109,173625,South Western Railway,National Rail,5,-0.357681000,51.44960700
731,733,Whyteleafe,533728,158565,"Southern, Thameslink",National Rail,6,-0.081148000,51.30995800
732,734,Whyteleafe South,534042,157842,Southern,National Rail,6,-0.076918000,51.30338700
733,735,Wimbledon Chase,524198,169405,Thameslink,National Rail,3,-0.214031000,51.40955800
734,736,Winchmore Hill,531417,194552,"Great Northern, Thameslink",National Rail,4,-0.100900000,51.63394200
735,737,Woldingham,535826,156417,Thameslink,National Rail,0,-0.051870000,51.29015800
736,738,Woodmansterne,528607,159442,Southern,National Rail,6,-0.154262000,51.31902000
737,739,Woolwich Arsenal,543639,178857,"Southeastern, Thameslink",National Rail,4,0.069194000,51.48990900
738,740,Woolwich Dockyard,542625,178964,Southeastern,National Rail,3,0.054642000,51.49112700
739,741,Worcester Park,522108,166206,South Western Railway,National Rail,4,-0.245167000,51.38125300
